-1.447713299999999981e+00 1.893676799999999938e+00 5.097922000000000287e-01 1.694253499999999902e-03 2.035372000000000181e+00 -9.404736000000000207e-01 5.216853999999999658e-01 1.204126599999999936e+00 -4.145737600000000134e-01 -2.393326500000000134e+00 -1.828828799999999921e+00 -2.120254300000000036e+00 2.935683699999999785e+00 9.897242000000000539e-01 2.832024000000000097e+00 -1.595307000000000031e+00 3.458603399999999883e+00 -7.724365600000000498e-01 4.405987999999999793e+00 -2.694456300000000137e+00 8.145728000000000690e-02 5.102754400000000107e-02 -2.855661000000000005e+00 1.492087100000000000e+00 6.482953000000000188e-01 1.685591599999999968e+00 -1.925868300000000088e+00 1.937263799999999980e+00 -1.512034300000000053e+00 4.227909000000000361e+00 -1.892013799999999968e+00 3.129928599999999950e+00
3.571892999999999874e-01 3.309147999999999978e+00 -1.884026299999999932e+00 -6.100870999999999933e-01 -2.611712199999999928e+00 1.791290199999999944e+00 -8.368227499999999486e-01 3.395366399999999896e+00 -3.656747600000000098e+00 -3.728957700000000042e+00 -9.785358299999999954e-01 -3.995561400000000152e+00 1.102560900000000066e+00 1.010403600000000068e+00 2.767158499999999854e+00 -2.049885200000000074e-01 2.204852600000000162e+00 -2.866463399999999995e-01 9.679959999999999676e-01 -2.611961099999999814e+00 -6.219515600000000144e-02 -4.911904300000000112e-01 -1.862243799999999894e+00 -1.861706599999999989e+00 2.257798999999999889e+00 3.758052299999999901e-01 -2.328691500000000136e+00 -1.416082599999999969e+00 1.655059700000000023e+00 3.203270700000000026e+00 -1.858794700000000022e+00 6.219352999999999687e-01
-2.216234399999999827e+00 1.337615999999999916e+00 -3.353571000000000080e+00 9.390621000000000107e-01 1.005911400000000011e+00 -1.090377600000000058e+00 3.994009800000000165e-01 1.782791500000000084e+00 -3.973354599999999959e+00 -4.855325200000000230e-01 -4.736290000000000333e+00 -7.152855999999999659e-01 -8.879587700000000083e-01 2.673240199999999955e+00 -6.876454499999999637e-02 -6.564935400000000421e-01 2.036774199999999979e+00 -3.675101000000000062e-01 1.926359400000000055e-01 -6.723105999999999804e-01 3.216381300000000110e+00 2.130751800000000085e+00 4.429738799999999865e-01 5.274834000000000467e-01 1.536695700000000109e+00 -6.770089000000000246e-01 -5.332219600000000170e+00 -8.307264999999999788e-02 6.510095599999999871e-01 3.117697999999999858e+00 -1.367753900000000078e+00 9.498914499999999705e-01
-9.038667700000000416e-01 3.616362599999999983e+00 -2.813446000000000002e-01 2.141620200000000196e+00 -1.410634500000000013e+00 -2.924608200000000213e+00 1.827155400000000096e+00 8.614201500000000511e-01 -5.423581600000000336e-01 -3.410710599999999815e+00 9.901212499999999528e-01 4.869187999999999988e-02 2.694064899999999874e+00 3.202904000000000195e+00 3.957508799999999827e+00 3.998494000000000215e-01 3.892161000000000204e+00 3.478283999999999820e-01 -8.939795000000000380e-01 1.229987900000000023e+00 2.470331400000000066e+00 8.335668999999999995e-01 3.654883199999999777e-01 -7.698038999999999854e-01 6.113453500000000096e-01 -1.159530500000000020e+00 -4.105730499999999950e+00 2.761269499999999821e-01 -1.734589600000000065e+00 2.327985799999999994e+00 -3.155313700000000221e+00 1.364092700000000047e+00
-5.924133700000000502e-01 1.116495999999999933e+00 -4.743902400000000186e-01 1.372823799999999927e+00 -5.487033000000000049e-01 2.562472300000000036e+00 -3.931758000000000197e-01 6.485256000000000354e-01 6.120953999999999562e-01 -4.428113999999999884e+00 -6.429192000000000240e-01 -1.841278600000000099e+00 1.080190699999999948e+00 2.773873599999999939e+00 -5.397488999999999759e-01 -3.976648599999999867e+00 3.450984000000000052e+00 3.310049999999999937e-01 1.555304900000000101e+00 -2.536116199999999821e-01 -1.931871300000000069e+00 2.885601799999999884e+00 1.170042299999999980e+00 -2.305837900000000218e+00 7.142612299999999692e-01 9.515809000000000073e-02 -6.069677999999999685e+00 -2.948883999999999950e-01 -1.398928200000000066e+00 3.383560399999999913e+00 7.572341000000000211e-01 3.859428199999999975e+00
-2.785962200000000055e-01 -7.605313700000000399e-01 1.311132799999999987e+00 1.578224199999999966e+00 -5.598057399999999822e-02 1.477128999999999914e+00 -2.421542399999999928e-01 4.332189999999999763e+00 -3.457800100000000043e+00 -3.130440500000000181e+00 -3.489612800000000181e+00 -9.779305999999999832e-01 7.554718000000000266e-01 1.546948599999999896e+00 4.342563600000000079e+00 -2.171631800000000112e+00 1.313625199999999937e+00 -7.124513000000000096e-01 -2.107093799999999906e+00 3.054284500000000180e-01 -1.920779100000000073e+00 2.204985299999999981e-01 1.396786199999999978e+00 3.280237200000000186e+00 6.734718400000000438e-02 -2.366029000000000160e+00 -1.801768800000000059e+00 1.946840499999999974e+00 -4.407348300000000219e-01 5.230849300000000035e+00 -1.583860899999999905e+00 1.787209999999999965e+00
-3.395712000000000175e-01 7.470774000000000026e-01 5.475197400000000325e-01 1.549266500000000102e+00 -3.099976799999999866e+00 -1.803950399999999954e+00 3.649231499999999739e-01 5.798839999999999550e-01 -3.386892800000000037e+00 -2.055219199999999802e+00 -1.441825899999999994e+00 3.842246799999999851e-01 3.246817000000000175e-01 3.041067799999999988e+00 4.569665199999999872e-01 -1.436100200000000049e-01 1.170023199999999930e+00 3.528578299999999945e+00 8.454593999999999721e-01 -1.053305500000000006e+00 -6.305682000000000231e-01 4.460596700000000192e-01 9.699087600000000364e-02 -1.192842799999999981e+00 -1.303268300000000046e+00 -2.214538300000000071e+00 -2.281815999999999879e-03 -1.324727499999999933e-02 2.221833999999999865e+00 2.221896599999999999e+00 1.052956299999999956e+00 3.242899700000000163e+00
-3.623779400000000095e-01 7.967092999999999536e-01 -1.246602800000000011e+00 1.790525600000000050e+00 -6.842479999999999674e-01 -3.822464699999999826e+00 -9.991116500000000178e-01 5.768919000000000130e-01 -2.938057199999999813e+00 -6.716965400000000086e-01 -8.811080000000000301e-02 -5.179496000000000322e+00 6.360768999999999451e-01 2.373994000000000160e+00 3.434962999999999766e-01 -3.061977000000000171e-01 2.480415999999999954e+00 1.101782800000000062e+00 -2.158136999999999972e-01 -4.133401999999999910e-01 -4.774745400000000028e-01 3.526107300000000055e+00 2.856210700000000102e+00 -1.312642700000000051e+00 2.871656699999999840e-01 2.059853100000000048e-01 -1.418905499999999931e+00 -7.223872000000000071e-01 -2.107611200000000018e+00 6.499450000000000394e+00 -1.927271200000000073e+00 -5.104364999999999597e-01
1.171385799999999922e+00 1.888113500000000000e+00 -1.909175300000000020e+00 1.247887399999999980e+00 4.246658700000000009e-01 -1.182911499999999894e+00 4.400155500000000330e+00 -1.164664799999999972e-01 8.051264000000000198e-01 -2.098664299999999816e+00 -2.538888700000000220e+00 -1.910752199999999901e+00 -1.819730300000000023e+00 7.954994399999999466e-01 2.020787499999999959e+00 2.545524400000000131e+00 3.890048999999999868e+00 1.655243599999999926e+00 1.700415299999999963e+00 4.348727000000000009e-01 9.197861999999999982e-01 -2.095011200000000073e+00 6.532194999999999530e-01 7.853894999999999627e-02 1.116651499999999908e+00 8.448890999999999485e-01 -1.457006999999999941e+00 3.801757700000000240e-01 3.245722999999999914e+00 7.234193300000000271e+00 1.895043500000000103e+00 6.771887000000000045e-02
-1.125954399999999911e+00 2.395079599999999864e+00 3.146274800000000038e+00 1.628222499999999906e+00 -9.778622399999999937e-01 -1.717487800000000009e+00 -4.469168800000000163e-01 1.856500400000000051e+00 6.494745600000000341e-01 -3.756344299999999858e+00 -4.441760500000000000e+00 -1.811890199999999895e+00 1.485925900000000022e+00 4.476204400000000305e+00 -1.566909000000000107e+00 3.981958600000000126e-01 1.716985699999999948e+00 5.782034199999999680e-02 -3.589433399999999996e-02 -1.255497899999999944e+00 9.321182399999999868e-01 -7.042982599999999538e-01 8.620619999999999949e-01 -1.555311700000000075e+00 4.446396400000000249e+00 -7.786556500000000325e-01 -3.653153000000000095e-01 -4.238874000000000031e+00 -1.997840800000000083e+00 5.204973999999999990e+00 -1.185960300000000078e+00 1.664215599999999906e+00
