7.118867599999999518e-01 -1.710863500000000093e+00 -3.573119199999999829e+00 6.041684599999999961e+00 2.604721300000000017e+00 -2.478801999999999950e+00 1.485249599999999948e+00 -2.969463800000000098e-01 -2.211893799999999910e+00 -1.649159199999999936e+00 1.127818800000000010e-01 1.896371199999999924e+00 6.129954999999999821e+00 2.438313799999999865e-01 -9.799317999999999571e-03 -1.286783699999999975e+00
3.747034300000000151e+00 5.860832999999999737e-01 -2.217500199999999921e+00 6.501403999999999961e+00 3.473759400000000053e+00 -1.465962999999999905e+00 3.885555299999999823e-01 -3.074714699999999912e+00 -3.097999800000000192e+00 -7.578319999999999501e-01 5.119768399999999886e-01 2.031689200000000195e+00 2.194383900000000054e+00 1.820100400000000063e+00 -2.956120700000000046e+00 9.722538600000000253e-01
1.795299299999999931e+00 2.395813500000000040e+00 -3.315731299999999937e+00 5.812458999999999598e+00 -1.638899099999999998e-01 -1.264393099999999937e+00 -4.302152399999999988e-01 -5.962325599999999781e+00 3.533394999999999730e-01 1.601902699999999902e+00 -3.798228200000000054e-01 2.379809600000000191e+00 2.170049999999999812e+00 3.669734000000000052e+00 -1.356103300000000011e-01 -4.530086199999999730e-01
1.618140799999999935e+00 5.455292499999999656e-01 5.201205599999999540e-01 8.791159000000000390e+00 2.981428100000000025e+00 7.718188999999999744e-01 -7.101912999999999976e-02 -2.438938100000000109e+00 1.045461900000000055e+00 -1.875007599999999996e+00 2.012040600000000179e+00 1.032440000000000024e+00 2.293940800000000113e+00 1.755457299999999998e+00 -4.156485500000000055e-01 1.449341400000000002e+00
1.180535099999999948e+00 -1.742934800000000006e+00 -5.172221699999999700e+00 4.921687999999999619e+00 -9.060222500000000290e-01 2.626595800000000036e-01 3.427184500000000078e-01 -3.725468600000000130e+00 1.048556100000000102e+00 -9.103638499999999745e-01 8.634445000000000314e-02 -3.442147999999999874e-01 6.050054000000000265e+00 3.970187600000000261e-01 6.828040499999999957e-01 4.033835400000000071e+00
5.348637599999999992e+00 -1.051452599999999959e+00 -3.295637600000000056e+00 3.182778100000000165e+00 -1.033645300000000100e+00 -1.062823899999999933e+00 -4.280033000000000420e+00 -8.285615400000000408e-01 -1.277817500000000051e+00 7.802407000000000092e-01 3.786573199999999861e+00 -3.464564300000000152e+00 1.397463200000000016e+00 -1.519036899999999912e+00 -5.967519000000000018e-01 -3.386311799999999761e-01
1.769927699999999993e+00 -2.957122000000000028e+00 -5.484390300000000273e+00 2.405733300000000074e+00 2.703759199999999918e+00 -2.225101500000000065e+00 -3.989753400000000116e-01 -2.342203399999999824e+00 1.713894199999999923e+00 -1.533614899999999892e+00 7.169514999999999916e-02 4.169574700000000078e+00 1.964900700000000056e+00 1.786915199999999926e+00 -3.105871000000000048e+00 7.271718400000000138e-01
-3.352353299999999980e-01 -5.065497800000000328e-02 -3.642843000000000053e+00 4.666107000000000227e+00 3.716576799999999903e+00 1.859918399999999972e+00 -3.035683399999999921e+00 -2.387226800000000093e+00 3.765610500000000194e+00 1.616150900000000057e+00 2.929115799999999936e+00 1.491982799999999942e+00 3.508415999999999979e+00 -2.034409300000000087e+00 -5.680738699999999808e-01 1.695938699999999910e+00
-6.622302500000000203e-01 -2.634847900000000021e+00 -2.299065999999999832e+00 6.972481700000000338e+00 9.924404999999999477e-01 -7.024731600000000409e-01 -1.647162900000000096e+00 -3.064784500000000023e+00 3.018110300000000024e+00 2.948187599999999797e+00 6.735318000000000138e-01 3.594909200000000027e+00 1.395802999999999905e-01 2.673383699999999918e-01 1.287900599999999951e+00 -9.317098000000000324e-01
1.501233000000000040e+00 7.971664000000000527e-01 1.541173600000000088e-01 3.150057799999999908e+00 -1.887659999999999894e+00 -3.990651000000000170e+00 -6.323978000000000099e-01 -3.930856700000000092e+00 -9.899599599999999722e-01 3.373227799999999998e+00 4.911699300000000434e+00 9.776692999999999634e-01 6.023578999999999795e+00 1.048760200000000031e+00 4.693657500000000260e-01 -1.677542300000000042e+00
-1.489472399999999919e+00 -5.913153600000000232e+00 -5.640239999999999698e-01 5.815549999999999997e+00 3.430449199999999976e+00 -1.572698399999999941e+00 -2.123272000000000048e+00 -2.396714199999999906e+00 4.167700999999999767e-01 1.494411799999999957e+00 1.780660300000000085e+00 -2.199365100000000073e+00 1.895483299999999982e+00 1.908971500000000043e+00 2.466357700000000097e+00 -7.251260000000000483e-01
2.748720399999999842e+00 -2.996321299999999965e-01 -5.465662499999999646e+00 2.017019700000000082e+00 -1.472984899999999930e+00 -5.858832399999999829e+00 -5.734302999999999484e-01 -4.322314000000000433e+00 7.215019999999999767e-01 2.524150399999999905e+00 -1.271281600000000012e+00 1.568049800000000049e+00 3.326158299999999901e+00 7.988131600000000221e-01 -4.842811799999999778e-01 4.747188000000000102e-02
2.769466200000000100e+00 -6.682088000000000472e-01 -2.709936100000000181e+00 7.085795000000000066e+00 -1.163343800000000039e+00 -4.284385000000000332e+00 -2.496409199999999995e+00 -3.225621999999999989e+00 1.608867599999999953e+00 2.112592199999999920e+00 -2.928527599999999786e+00 -7.197004000000000179e-01 -4.309407000000000099e-01 1.417392299999999938e-01 1.666703700000000010e+00 3.047532599999999814e+00
4.890918700000000285e+00 3.659715700000000016e+00 -6.277206499999999911e-01 2.841279300000000063e+00 1.716042099999999862e-02 -3.664123800000000042e+00 2.738396999999999970e+00 5.463348000000000093e-01 9.457182000000000088e-02 -7.030503300000000344e+00 -1.151440500000000089e+00 -1.424853600000000053e+00 5.443169500000000216e-01 -4.985630999999999702e+00 1.293624600000000013e+00 3.136147599999999924e-01
-1.064672800000000086e+00 -1.499925399999999964e+00 4.152318499999999801e+00 -8.041396000000000654e+00 -1.690575600000000067e+00 1.153262699999999974e+00 -4.655832400000000093e-01 1.648891899999999966e+00 6.305439000000000460e-01 4.215752500000000125e-01 1.761576800000000109e-01 -9.992834999999999912e-01 -5.079531700000000427e+00 -2.077714999999999979e+00 1.146434299999999906e+00 -1.366872800000000110e+00
-3.391558600000000201e+00 -1.465707400000000105e+00 2.825874799999999798e+00 -8.658770999999999773e+00 4.883340999999999932e-01 5.511336999999999486e-01 -1.243094200000000038e+00 2.358247299999999935e+00 2.956415999999999933e+00 -1.934544099999999933e-01 -2.300352800000000197e+00 -1.509380799999999967e+00 -2.743365799999999854e+00 -2.594644300000000126e+00 2.053538000000000086e+00 1.220206099999999960e+00
-1.504988699999999957e+00 -1.242054299999999945e+00 3.810706000000000149e+00 -7.162581000000000309e+00 -2.106578999999999979e+00 1.811468000000000078e+00 5.334288499999999544e-01 1.982241300000000095e+00 -5.915036000000000183e-01 -6.617965999999999571e-01 4.384615000000000040e-01 -3.683757799999999860e-01 -3.994870699999999886e+00 -2.204979199999999917e+00 1.580480000000000107e+00 -7.671954600000000513e-01
5.427313000000000276e-01 -6.328733600000000514e-01 2.108853900000000059e-01 2.563985000000000181e+00 9.241369000000000389e-01 -7.108890999999999849e+00 -9.339851999999999599e-01 6.241366999999999887e-01 2.702999800000000175e+00 -1.415180000000000105e+00 3.351665300000000070e+00 1.160302600000000073e+00 4.560615499999999933e+00 6.536650999999999989e-01 -2.420561300000000082e-01 4.298939999999999984e+00
-1.920668800000000065e+00 -1.654883899999999963e+00 3.680492200000000214e+00 -7.321762999999999799e+00 -2.035359600000000047e+00 1.568347300000000111e+00 1.562784299999999904e+00 1.089777699999999960e+00 -6.246091000000000282e-01 7.321057999999999732e-02 1.345087399999999933e+00 -3.087730699999999828e-01 -4.797316600000000264e+00 -2.472012499999999946e+00 1.996528300000000034e+00 3.371472400000000147e-01
1.724523500000000098e+00 -2.613930700000000051e-01 -3.195532299999999992e+00 2.810366999999999837e+00 1.042965799999999943e+00 -1.999657299999999971e+00 -3.632151100000000188e+00 -3.981356600000000023e-01 3.361088800000000099e+00 2.073847799999999797e+00 1.045994400000000102e+00 3.070587600000000084e+00 4.057979999999999698e+00 -2.345737699999999870e-01 -6.846731999999999818e-01 -7.464844700000000444e+00
3.646534400000000176e+00 -2.465584999999999916e+00 -2.500017399999999945e+00 2.917364000000000068e+00 2.088651700000000222e+00 -5.093632000000000160e-01 8.521601600000000554e-01 -2.041307999999999900e+00 5.684453500000000048e+00 -7.140701999999999883e-01 2.004979399999999856e+00 -1.743382199999999986e-03 2.548328199999999821e+00 -2.078963499999999964e+00 -1.168880700000000106e+00 -4.630925000000000402e+00
-1.909030900000000086e+00 -1.552861599999999953e+00 3.707539000000000140e+00 -6.649080299999999610e+00 -1.860222100000000101e+00 2.717296600000000062e+00 2.590658400000000139e+00 5.106627000000000249e-01 -1.510271099999999977e+00 -8.345850999999999686e-01 8.639321300000000203e-01 3.434024999999999994e-01 -3.424060799999999904e+00 -2.709705399999999820e+00 1.798843600000000098e+00 -4.009772999999999810e-01
