83.96,90.93,76.99,79.81,68.59,86.19
83.74,90.27,77.21,79.84,68.06,85.32
86.5,92.48,80.53,82.61,73.54,88.06
83.74,90.04,77.43,79.96,68.02,85.62
83.41,88.5,78.32,80.32,67.16,85.73
78.98,91.81,66.15,73.06,59.97,84.84
84.29,90.27,78.32,80.63,69.08,85.69
81.42,86.28,76.55,78.63,63.13,82.36
82.3,86.95,77.65,79.55,64.88,84.89
84.44,90.89,78.0,80.51,69.47,86.18
83.28,89.84,76.72,79.49,67.19,85.49
2.02,2.01,3.87,2.48,3.75,1.42
