95.46,97.35,93.58,93.82,90.99,98.55
95.91,96.9,94.91,95.01,91.83,98.78
95.46,95.8,95.13,95.16,90.93,98.81
94.25,94.91,93.58,93.67,88.5,98.09
94.14,96.24,92.04,92.36,88.35,97.72
93.36,94.69,92.04,92.24,86.76,97.77
94.91,94.91,94.91,94.91,89.82,98.54
93.36,92.92,93.81,93.75,86.73,98.0
94.14,94.69,93.58,93.65,88.28,98.01
94.33,96.89,91.78,92.18,88.78,98.12
94.53,95.53,93.54,93.68,89.1,98.24
0.88,1.36,1.25,1.13,1.75,0.4
